case,label,model,sza_deg,o3col_du,source_file,UVB_280_315,UVBstar_280_320,UVA_315_400,DNA_damage,UV_index,P_Dam_C_1971,P_Dam_FC_2003,P_Dam_FC_2003_ext390
pal100,100% PAL,atmos,55.0,259.2118,PTZ_mixingratios_out.dist,0.6039,0.9687,28.79,0.001434,3.39,0.08183,0.4894,0.7164
pal100,100% PAL,atmos,60.0,259.2118,PTZ_mixingratios_out.dist,0.4273,0.7086,23.76,0.0009005,2.417,0.05167,0.3884,0.5768
pal100,100% PAL,atmos,65.0,259.2118,PTZ_mixingratios_out.dist,0.2777,0.4813,18.77,0.0005196,1.62,0.02919,0.2951,0.445
pal100,100% PAL,atmos,70.0,259.2118,PTZ_mixingratios_out.dist,0.1604,0.295,13.99,0.0002708,1.006,0.01419,0.2118,0.3244
pal100,100% PAL,atmos,75.0,259.2118,PTZ_mixingratios_out.dist,0.0777,0.1553,9.606,0.0001253,0.5648,0.005613,0.1406,0.2184
pal100,100% PAL,atmos,80.0,259.2118,PTZ_mixingratios_out.dist,0.02856,0.06376,5.811,5.081e-05,0.2752,0.00176,0.08246,0.1299
pal100,100% PAL,atmos,85.0,259.2118,PTZ_mixingratios_out.dist,0.007331,0.01726,2.75,1.762e-05,0.1053,0.0005385,0.03772,0.06067
pal100,100% PAL,kasting,0.0,334.9828,OUTPUT_PLOT.dat,1.794,2.696,61.03,0.005842,10.41,0.3096,1.174,1.644
pal100,100% PAL,kasting,5.0,334.9828,OUTPUT_PLOT.dat,1.779,2.675,60.72,0.005761,10.31,0.3061,1.166,1.634
pal100,100% PAL,kasting,10.0,334.9828,OUTPUT_PLOT.dat,1.731,2.609,59.81,0.005533,10.0,0.2951,1.143,1.603
pal100,100% PAL,kasting,15.0,334.9828,OUTPUT_PLOT.dat,1.653,2.501,58.29,0.005163,9.512,0.2773,1.104,1.554
pal100,100% PAL,kasting,20.0,334.9828,OUTPUT_PLOT.dat,1.547,2.355,56.2,0.004679,8.855,0.2538,1.052,1.485
pal100,100% PAL,kasting,25.0,334.9828,OUTPUT_PLOT.dat,1.417,2.175,53.55,0.004112,8.061,0.2256,0.9865,1.401
pal100,100% PAL,kasting,30.0,334.9828,OUTPUT_PLOT.dat,1.268,1.965,50.37,0.003496,7.165,0.1943,0.911,1.302
pal100,100% PAL,kasting,35.0,334.9828,OUTPUT_PLOT.dat,1.105,1.734,46.73,0.002868,6.207,0.1615,0.827,1.191
pal100,100% PAL,kasting,40.0,334.9828,OUTPUT_PLOT.dat,0.9335,1.489,42.65,0.002261,5.226,0.1288,0.7368,1.07
pal100,100% PAL,kasting,45.0,334.9828,OUTPUT_PLOT.dat,0.7607,1.238,38.22,0.001705,4.264,0.09786,0.6429,0.9428
pal100,100% PAL,kasting,50.0,334.9828,OUTPUT_PLOT.dat,0.5933,0.9901,33.49,0.001222,3.356,0.07013,0.5476,0.8119
pal100,100% PAL,kasting,55.0,334.9828,OUTPUT_PLOT.dat,0.4382,0.755,28.57,0.0008269,2.535,0.04675,0.4534,0.6803
pal100,100% PAL,kasting,60.0,334.9828,OUTPUT_PLOT.dat,0.3019,0.542,23.57,0.0005232,1.824,0.02842,0.3628,0.5513
pal100,100% PAL,kasting,65.0,334.9828,OUTPUT_PLOT.dat,0.1897,0.3593,18.61,0.0003064,1.239,0.01533,0.278,0.4279
pal100,100% PAL,kasting,70.0,334.9828,OUTPUT_PLOT.dat,0.1049,0.2135,13.85,0.0001644,0.7838,0.007072,0.2012,0.3137
pal100,100% PAL,kasting,75.0,334.9828,OUTPUT_PLOT.dat,0.0484,0.1083,9.499,8.012e-05,0.4522,0.002697,0.1345,0.2123
pal100,100% PAL,kasting,80.0,334.9828,OUTPUT_PLOT.dat,0.01733,0.04301,5.738,3.513e-05,0.229,0.0008962,0.07936,0.1268
pal100,100% PAL,kasting,85.0,334.9828,OUTPUT_PLOT.dat,0.005016,0.01224,2.714,1.323e-05,0.09212,0.000331,0.03647,0.05942
pal100,100% PAL,photochem,0.0,342.0133,Earth_100pc_48.2.txt,1.755,2.649,61.0,0.00556,10.12,0.2973,1.163,1.632
pal100,100% PAL,photochem,5.0,342.0133,Earth_100pc_48.2.txt,1.736,2.625,60.69,0.005483,10.02,0.2935,1.155,1.622
pal100,100% PAL,photochem,10.0,342.0133,Earth_100pc_48.2.txt,1.692,2.562,59.78,0.005264,9.727,0.283,1.132,1.592
pal100,100% PAL,photochem,15.0,342.0133,Earth_100pc_48.2.txt,1.615,2.456,58.26,0.004913,9.25,0.2659,1.093,1.543
pal100,100% PAL,photochem,20.0,342.0133,Earth_100pc_48.2.txt,1.511,2.312,56.17,0.004452,8.612,0.2432,1.042,1.476
pal100,100% PAL,photochem,25.0,342.0133,Earth_100pc_48.2.txt,1.384,2.134,53.52,0.003913,7.841,0.2161,0.9776,1.392
pal100,100% PAL,photochem,30.0,342.0133,Earth_100pc_48.2.txt,1.236,1.927,50.35,0.003326,6.968,0.1859,0.903,1.294
pal100,100% PAL,photochem,35.0,342.0133,Earth_100pc_48.2.txt,1.077,1.701,46.7,0.00273,6.042,0.1544,0.8202,1.184
pal100,100% PAL,photochem,40.0,342.0133,Earth_100pc_48.2.txt,0.9096,1.459,42.63,0.002153,5.09,0.123,0.7312,1.064
pal100,100% PAL,photochem,45.0,342.0133,Earth_100pc_48.2.txt,0.7404,1.212,38.19,0.001624,4.155,0.09329,0.6383,0.9383
pal100,100% PAL,photochem,50.0,342.0133,Earth_100pc_48.2.txt,0.5769,0.9678,33.47,0.001166,3.273,0.06678,0.5441,0.8084
pal100,100% PAL,photochem,55.0,342.0133,Earth_100pc_48.2.txt,0.4255,0.7382,28.55,0.00079,2.476,0.04443,0.4509,0.6778
pal100,100% PAL,photochem,60.0,342.0133,Earth_100pc_48.2.txt,0.2927,0.5293,23.55,0.0005009,1.784,0.02696,0.361,0.5495
pal100,100% PAL,photochem,65.0,342.0133,Earth_100pc_48.2.txt,0.1836,0.3505,18.59,0.0002944,1.215,0.01452,0.2769,0.4268
pal100,100% PAL,photochem,70.0,342.0133,Earth_100pc_48.2.txt,0.1015,0.2081,13.84,0.0001589,0.7705,0.006697,0.2005,0.3131
pal100,100% PAL,photochem,75.0,342.0133,Earth_100pc_48.2.txt,0.04684,0.1056,9.491,7.807e-05,0.4462,0.002572,0.1341,0.2119
pal100,100% PAL,photochem,80.0,342.0133,Earth_100pc_48.2.txt,0.01695,0.04218,5.733,3.464e-05,0.2272,0.0008757,0.07921,0.1267
pal100,100% PAL,photochem,85.0,342.0133,Earth_100pc_48.2.txt,0.005074,0.01232,2.713,1.318e-05,0.09208,0.0003302,0.03645,0.05939
pal100,100% PAL,vulcan,0.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,2.432,3.438,61.44,0.01216,15.83,0.5453,1.393,1.863
pal100,100% PAL,vulcan,5.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,2.412,3.411,61.13,0.012,15.68,0.5394,1.383,1.85
pal100,100% PAL,vulcan,10.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,2.351,3.332,60.21,0.01151,15.21,0.5213,1.353,1.813
pal100,100% PAL,vulcan,15.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,2.252,3.202,58.69,0.01075,14.45,0.4921,1.303,1.753
pal100,100% PAL,vulcan,20.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,2.118,3.024,56.59,0.009743,13.44,0.4532,1.237,1.671
pal100,100% PAL,vulcan,25.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,1.952,2.805,53.93,0.008563,12.22,0.4063,1.155,1.569
pal100,100% PAL,vulcan,30.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,1.76,2.55,50.75,0.007279,10.83,0.3539,1.06,1.45
pal100,100% PAL,vulcan,35.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,1.549,2.266,47.08,0.005967,9.356,0.2982,0.9548,1.318
pal100,100% PAL,vulcan,40.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,1.324,1.963,42.99,0.004696,7.844,0.242,0.8434,1.177
pal100,100% PAL,vulcan,45.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,1.096,1.649,38.54,0.00353,6.359,0.1879,0.7286,1.029
pal100,100% PAL,vulcan,50.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.8702,1.336,33.79,0.002516,4.962,0.1382,0.6139,0.8782
pal100,100% PAL,vulcan,55.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.6579,1.036,28.84,0.001685,3.703,0.09512,0.5024,0.7293
pal100,100% PAL,vulcan,60.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.4662,0.7585,23.81,0.001047,2.621,0.06008,0.3969,0.5854
pal100,100% PAL,vulcan,65.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.3031,0.5151,18.81,0.000595,1.74,0.03386,0.3002,0.4502
pal100,100% PAL,vulcan,70.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.1746,0.315,14.02,0.0003034,1.066,0.01631,0.2146,0.3271
pal100,100% PAL,vulcan,75.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.0838,0.1646,9.625,0.0001367,0.5892,0.00634,0.1418,0.2196
pal100,100% PAL,vulcan,80.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.0302,0.06651,5.819,5.426e-05,0.2825,0.001952,0.08288,0.1304
pal100,100% PAL,vulcan,85.0,244.7425,Earth_1e12s_48.2SZA_WPT_1rtol.vul,0.007723,0.0177,2.75,1.926e-05,0.1074,0.0006347,0.03781,0.06076
pal100,100% PAL,waccm,0.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,2.131,3.092,61.27,0.008731,13.07,0.4256,1.282,1.751
pal100,100% PAL,waccm,5.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,2.112,3.067,60.96,0.008613,12.94,0.4207,1.273,1.74
pal100,100% PAL,waccm,10.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,2.058,2.994,60.04,0.008267,12.56,0.4061,1.246,1.706
pal100,100% PAL,waccm,15.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,1.969,2.874,58.52,0.007715,11.93,0.3827,1.202,1.651
pal100,100% PAL,waccm,20.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,1.848,2.712,56.42,0.006993,11.1,0.3515,1.142,1.576
pal100,100% PAL,waccm,25.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,1.699,2.51,53.77,0.006145,10.1,0.3141,1.069,1.483
pal100,100% PAL,waccm,30.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,1.527,2.277,50.59,0.005225,8.964,0.2724,0.9841,1.375
pal100,100% PAL,waccm,35.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,1.339,2.018,46.93,0.004285,7.752,0.2283,0.89,1.254
pal100,100% PAL,waccm,40.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,1.139,1.739,42.85,0.003376,6.511,0.1841,0.7894,1.123
pal100,100% PAL,waccm,45.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.9372,1.458,38.4,0.002543,5.297,0.1418,0.6854,0.9854
pal100,100% PAL,waccm,50.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.7396,1.176,33.67,0.001819,4.151,0.1033,0.5807,0.8451
pal100,100% PAL,waccm,55.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.5544,0.9063,28.73,0.001226,3.118,0.07037,0.4781,0.7051
pal100,100% PAL,waccm,60.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.3893,0.6593,23.71,0.0007705,2.227,0.04395,0.3803,0.5688
pal100,100% PAL,waccm,65.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.2506,0.4448,18.73,0.0004459,1.497,0.02451,0.2897,0.4397
pal100,100% PAL,waccm,70.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.1431,0.2704,13.96,0.0002344,0.9347,0.01176,0.2086,0.3211
pal100,100% PAL,waccm,75.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.06865,0.1412,9.577,0.0001106,0.53,0.004646,0.1388,0.2166
pal100,100% PAL,waccm,80.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.02539,0.05797,5.791,4.641e-05,0.2624,0.001517,0.08162,0.1291
pal100,100% PAL,waccm,85.0,279.6424,Earth_100pc_o2.cam.h0.0009-0012.nc,0.006961,0.01636,2.742,1.672e-05,0.1027,0.0005009,0.03746,0.06041
pal100,100% PAL,waccm_eq,0.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,2.38,3.378,61.41,0.0115,15.33,0.5238,1.373,1.843
pal100,100% PAL,waccm_eq,5.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,2.36,3.352,61.1,0.01135,15.18,0.5179,1.363,1.83
pal100,100% PAL,waccm_eq,10.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,2.301,3.273,60.18,0.0109,14.73,0.5006,1.333,1.794
pal100,100% PAL,waccm_eq,15.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,2.204,3.145,58.66,0.01017,14.0,0.4725,1.285,1.735
pal100,100% PAL,waccm_eq,20.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,2.072,2.971,56.55,0.009225,13.02,0.4351,1.22,1.654
pal100,100% PAL,waccm_eq,25.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,1.909,2.755,53.9,0.008112,11.84,0.3901,1.139,1.554
pal100,100% PAL,waccm_eq,30.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,1.721,2.504,50.72,0.006901,10.51,0.3397,1.046,1.437
pal100,100% PAL,waccm_eq,35.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,1.514,2.225,47.06,0.005662,9.079,0.2862,0.9435,1.307
pal100,100% PAL,waccm_eq,40.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,1.295,1.927,42.97,0.004462,7.618,0.2323,0.8341,1.167
pal100,100% PAL,waccm_eq,45.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,1.071,1.619,38.51,0.003359,6.184,0.1803,0.7214,1.021
pal100,100% PAL,waccm_eq,50.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.8504,1.312,33.77,0.0024,4.832,0.1327,0.6085,0.8729
pal100,100% PAL,waccm_eq,55.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.6425,1.017,28.83,0.001612,3.613,0.09134,0.4986,0.7255
pal100,100% PAL,waccm_eq,60.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.4552,0.7442,23.79,0.001005,2.563,0.05773,0.3944,0.5829
pal100,100% PAL,waccm_eq,65.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.296,0.5054,18.8,0.0005735,1.706,0.03256,0.2987,0.4487
pal100,100% PAL,waccm_eq,70.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.1704,0.309,14.01,0.0002936,1.048,0.01569,0.2137,0.3263
pal100,100% PAL,waccm_eq,75.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.0817,0.1614,9.618,0.0001324,0.5804,0.006073,0.1413,0.2191
pal100,100% PAL,waccm_eq,80.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.02918,0.06485,5.814,5.213e-05,0.2781,0.001828,0.08263,0.1301
pal100,100% PAL,waccm_eq,85.0,247.508,Earth_100pc_o2.cam.h0.0009-0012.nc,0.007186,0.01682,2.747,1.8e-05,0.1049,0.0005632,0.03766,0.06061
