case,model,wavelength_nm,sza_0,sza_5,sza_10,sza_15,sza_20,sza_25,sza_30,sza_35,sza_40,sza_45,sza_50,sza_55,sza_60,sza_65,sza_70,sza_75,sza_80,sza_85,irradiance_col1
pal1,vulcan,410.5,1.299,1.293,1.275,1.245,1.203,1.151,1.088,1.015,0.9326,0.8424,0.7452,0.6427,0.5365,0.4289,0.3231,0.2232,0.1351,0.06468,
pal1,vulcan,411.5,1.561,1.554,1.532,1.496,1.446,1.383,1.307,1.22,1.121,1.013,0.8961,0.7729,0.6453,0.516,0.3887,0.2686,0.1626,0.07777,
pal1,vulcan,412.5,1.547,1.54,1.518,1.483,1.433,1.371,1.296,1.209,1.111,1.004,0.8884,0.7664,0.64,0.5118,0.3856,0.2665,0.1612,0.07711,
pal1,vulcan,413.5,1.5,1.493,1.472,1.438,1.39,1.329,1.257,1.173,1.078,0.974,0.862,0.7437,0.6211,0.4968,0.3744,0.2587,0.1565,0.07482,
pal1,vulcan,414.5,1.541,1.534,1.513,1.477,1.428,1.366,1.292,1.205,1.108,1.001,0.8863,0.7647,0.6388,0.511,0.3852,0.2662,0.161,0.07692,
pal1,vulcan,415.5,1.474,1.467,1.447,1.413,1.366,1.307,1.235,1.153,1.06,0.9579,0.848,0.7318,0.6114,0.4892,0.3687,0.2548,0.1541,0.0736,
pal1,vulcan,416.5,1.604,1.596,1.574,1.538,1.487,1.422,1.345,1.255,1.154,1.043,0.9233,0.7969,0.6658,0.5328,0.4017,0.2776,0.1678,0.08013,
pal1,vulcan,417.5,1.466,1.459,1.439,1.405,1.359,1.3,1.229,1.147,1.055,0.9536,0.8443,0.7288,0.6091,0.4875,0.3676,0.254,0.1535,0.07327,
pal1,vulcan,418.5,1.477,1.47,1.45,1.416,1.369,1.31,1.239,1.156,1.063,0.9613,0.8513,0.7349,0.6142,0.4917,0.3708,0.2563,0.1549,0.07387,
pal1,vulcan,419.5,1.526,1.519,1.498,1.463,1.415,1.353,1.28,1.194,1.099,0.9932,0.8797,0.7595,0.6349,0.5084,0.3834,0.265,0.1601,0.07634,
pal1,vulcan,280.5,,,,,,,,,,,,,,,,,,,6.409e-10
pal1,vulcan,281.5,,,,,,,,,,,,,,,,,,,7.515e-09
pal1,vulcan,282.5,,,,,,,,,,,,,,,,,,,4.257e-08
pal1,vulcan,283.5,,,,,,,,,,,,,,,,,,,1.186e-07
pal1,vulcan,284.5,,,,,,,,,,,,,,,,,,,4.744e-07
pal1,vulcan,285.5,,,,,,,,,,,,,,,,,,,8.209e-07
pal1,vulcan,286.5,,,,,,,,,,,,,,,,,,,5.636e-06
pal1,vulcan,287.5,,,,,,,,,,,,,,,,,,,1.779e-05
pal1,vulcan,288.5,,,,,,,,,,,,,,,,,,,4.646e-05
pal1,vulcan,289.5,,,,,,,,,,,,,,,,,,,0.0001594
pal1,vulcan,290.5,,,,,,,,,,,,,,,,,,,0.0004295
pal1,vulcan,291.5,,,,,,,,,,,,,,,,,,,0.0008652
pal1,vulcan,292.5,,,,,,,,,,,,,,,,,,,0.001431
pal1,vulcan,293.5,,,,,,,,,,,,,,,,,,,0.002902
pal1,vulcan,294.5,,,,,,,,,,,,,,,,,,,0.004159
pal1,vulcan,295.5,,,,,,,,,,,,,,,,,,,0.007785
pal1,vulcan,296.5,,,,,,,,,,,,,,,,,,,0.0106
pal1,vulcan,297.5,,,,,,,,,,,,,,,,,,,0.01635
pal1,vulcan,298.5,,,,,,,,,,,,,,,,,,,0.0162
pal1,vulcan,299.5,,,,,,,,,,,,,,,,,,,0.03045
pal1,vulcan,300.5,,,,,,,,,,,,,,,,,,,0.02495
pal1,vulcan,301.5,,,,,,,,,,,,,,,,,,,0.04294
pal1,vulcan,302.5,,,,,,,,,,,,,,,,,,,0.0487
pal1,vulcan,303.5,,,,,,,,,,,,,,,,,,,0.07444
pal1,vulcan,304.5,,,,,,,,,,,,,,,,,,,0.07638
pal1,vulcan,305.5,,,,,,,,,,,,,,,,,,,0.09183
pal1,vulcan,306.5,,,,,,,,,,,,,,,,,,,0.09236
pal1,vulcan,307.5,,,,,,,,,,,,,,,,,,,0.1238
pal1,vulcan,308.5,,,,,,,,,,,,,,,,,,,0.1346
pal1,vulcan,309.5,,,,,,,,,,,,,,,,,,,0.1131
pal1,vulcan,310.5,,,,,,,,,,,,,,,,,,,0.1487
pal1,vulcan,311.5,,,,,,,,,,,,,,,,,,,0.187
pal1,vulcan,312.5,,,,,,,,,,,,,,,,,,,0.1752
pal1,vulcan,313.5,,,,,,,,,,,,,,,,,,,0.1967
pal1,vulcan,314.5,,,,,,,,,,,,,,,,,,,0.19
pal1,vulcan,315.5,,,,,,,,,,,,,,,,,,,0.1949
pal1,vulcan,316.5,,,,,,,,,,,,,,,,,,,0.1889
pal1,vulcan,317.5,,,,,,,,,,,,,,,,,,,0.2669
pal1,vulcan,318.5,,,,,,,,,,,,,,,,,,,0.2048
pal1,vulcan,319.5,,,,,,,,,,,,,,,,,,,0.2486
pal1,vulcan,320.5,,,,,,,,,,,,,,,,,,,0.3008
pal1,vulcan,321.5,,,,,,,,,,,,,,,,,,,0.2494
pal1,vulcan,322.5,,,,,,,,,,,,,,,,,,,0.2557
pal1,vulcan,323.5,,,,,,,,,,,,,,,,,,,0.256
pal1,vulcan,324.5,,,,,,,,,,,,,,,,,,,0.3007
pal1,vulcan,325.5,,,,,,,,,,,,,,,,,,,0.3385
pal1,vulcan,326.5,,,,,,,,,,,,,,,,,,,0.4014
pal1,vulcan,327.5,,,,,,,,,,,,,,,,,,,0.3763
pal1,vulcan,328.5,,,,,,,,,,,,,,,,,,,0.3476
pal1,vulcan,329.5,,,,,,,,,,,,,,,,,,,0.4435
pal1,vulcan,330.5,,,,,,,,,,,,,,,,,,,0.406
pal1,vulcan,331.5,,,,,,,,,,,,,,,,,,,0.402
pal1,vulcan,332.5,,,,,,,,,,,,,,,,,,,0.3913
pal1,vulcan,333.5,,,,,,,,,,,,,,,,,,,0.3697
pal1,vulcan,334.5,,,,,,,,,,,,,,,,,,,0.4122
pal1,vulcan,335.5,,,,,,,,,,,,,,,,,,,0.4154
pal1,vulcan,336.5,,,,,,,,,,,,,,,,,,,0.3255
pal1,vulcan,337.5,,,,,,,,,,,,,,,,,,,0.3589
pal1,vulcan,338.5,,,,,,,,,,,,,,,,,,,0.3766
pal1,vulcan,339.5,,,,,,,,,,,,,,,,,,,0.4093
pal1,vulcan,340.5,,,,,,,,,,,,,,,,,,,0.4387
pal1,vulcan,341.5,,,,,,,,,,,,,,,,,,,0.3885
pal1,vulcan,342.5,,,,,,,,,,,,,,,,,,,0.4303
pal1,vulcan,343.5,,,,,,,,,,,,,,,,,,,0.4476
pal1,vulcan,344.5,,,,,,,,,,,,,,,,,,,0.3142
pal1,vulcan,345.5,,,,,,,,,,,,,,,,,,,0.4294
pal1,vulcan,346.5,,,,,,,,,,,,,,,,,,,0.4025
pal1,vulcan,347.5,,,,,,,,,,,,,,,,,,,0.3933
pal1,vulcan,348.5,,,,,,,,,,,,,,,,,,,0.4321
pal1,vulcan,349.5,,,,,,,,,,,,,,,,,,,0.3623
pal1,vulcan,350.5,,,,,,,,,,,,,,,,,,,0.5074
pal1,vulcan,351.5,,,,,,,,,,,,,,,,,,,0.4376
pal1,vulcan,352.5,,,,,,,,,,,,,,,,,,,0.3947
pal1,vulcan,353.5,,,,,,,,,,,,,,,,,,,0.4751
pal1,vulcan,354.5,,,,,,,,,,,,,,,,,,,0.5142
pal1,vulcan,355.5,,,,,,,,,,,,,,,,,,,0.4806
pal1,vulcan,356.5,,,,,,,,,,,,,,,,,,,0.4462
pal1,vulcan,357.5,,,,,,,,,,,,,,,,,,,0.3796
pal1,vulcan,358.5,,,,,,,,,,,,,,,,,,,0.293
pal1,vulcan,359.5,,,,,,,,,,,,,,,,,,,0.4932
pal1,vulcan,360.5,,,,,,,,,,,,,,,,,,,0.4573
pal1,vulcan,361.5,,,,,,,,,,,,,,,,,,,0.4123
pal1,vulcan,362.5,,,,,,,,,,,,,,,,,,,0.4844
pal1,vulcan,363.5,,,,,,,,,,,,,,,,,,,0.431
pal1,vulcan,364.5,,,,,,,,,,,,,,,,,,,0.4703
pal1,vulcan,365.5,,,,,,,,,,,,,,,,,,,0.5733
pal1,vulcan,366.5,,,,,,,,,,,,,,,,,,,0.6069
pal1,vulcan,367.5,,,,,,,,,,,,,,,,,,,0.5764
pal1,vulcan,368.5,,,,,,,,,,,,,,,,,,,0.5065
pal1,vulcan,369.5,,,,,,,,,,,,,,,,,,,0.6077
pal1,vulcan,370.5,,,,,,,,,,,,,,,,,,,0.5515
pal1,vulcan,371.5,,,,,,,,,,,,,,,,,,,0.6312
pal1,vulcan,372.5,,,,,,,,,,,,,,,,,,,0.4664
pal1,vulcan,373.5,,,,,,,,,,,,,,,,,,,0.4217
pal1,vulcan,374.5,,,,,,,,,,,,,,,,,,,0.463
pal1,vulcan,375.5,,,,,,,,,,,,,,,,,,,0.5225
pal1,vulcan,376.5,,,,,,,,,,,,,,,,,,,0.5219
pal1,vulcan,377.5,,,,,,,,,,,,,,,,,,,0.6217
pal1,vulcan,378.5,,,,,,,,,,,,,,,,,,,0.6778
pal1,vulcan,379.5,,,,,,,,,,,,,,,,,,,0.5016
pal1,vulcan,380.5,,,,,,,,,,,,,,,,,,,0.6034
pal1,vulcan,381.5,,,,,,,,,,,,,,,,,,,0.5672
pal1,vulcan,382.5,,,,,,,,,,,,,,,,,,,0.3781
pal1,vulcan,383.5,,,,,,,,,,,,,,,,,,,0.3321
pal1,vulcan,384.5,,,,,,,,,,,,,,,,,,,0.4985
pal1,vulcan,385.5,,,,,,,,,,,,,,,,,,,0.4933
pal1,vulcan,386.5,,,,,,,,,,,,,,,,,,,0.503
pal1,vulcan,387.5,,,,,,,,,,,,,,,,,,,0.4676
pal1,vulcan,388.5,,,,,,,,,,,,,,,,,,,0.4689
pal1,vulcan,389.5,,,,,,,,,,,,,,,,,,,0.5915
pal1,vulcan,390.5,,,,,,,,,,,,,,,,,,,0.5811
pal1,vulcan,391.5,,,,,,,,,,,,,,,,,,,0.6896
pal1,vulcan,392.5,,,,,,,,,,,,,,,,,,,0.5173
pal1,vulcan,393.5,,,,,,,,,,,,,,,,,,,0.225
pal1,vulcan,394.5,,,,,,,,,,,,,,,,,,,0.5295
pal1,vulcan,395.5,,,,,,,,,,,,,,,,,,,0.6816
pal1,vulcan,396.5,,,,,,,,,,,,,,,,,,,0.4003
pal1,vulcan,397.5,,,,,,,,,,,,,,,,,,,0.4621
pal1,vulcan,398.5,,,,,,,,,,,,,,,,,,,0.7943
pal1,vulcan,399.5,,,,,,,,,,,,,,,,,,,0.8265
pal1,vulcan,400.5,,,,,,,,,,,,,,,,,,,0.8691
pal1,vulcan,401.5,,,,,,,,,,,,,,,,,,,0.8945
pal1,vulcan,402.5,,,,,,,,,,,,,,,,,,,0.929
pal1,vulcan,403.5,,,,,,,,,,,,,,,,,,,0.8506
pal1,vulcan,404.5,,,,,,,,,,,,,,,,,,,0.8345
pal1,vulcan,405.5,,,,,,,,,,,,,,,,,,,0.8671
pal1,vulcan,406.5,,,,,,,,,,,,,,,,,,,0.817
pal1,vulcan,407.5,,,,,,,,,,,,,,,,,,,0.824
pal1,vulcan,408.5,,,,,,,,,,,,,,,,,,,0.918
pal1,vulcan,409.5,,,,,,,,,,,,,,,,,,,0.9002
pal1,vulcan,410.5,,,,,,,,,,,,,,,,,,,0.7809
pal1,vulcan,411.5,,,,,,,,,,,,,,,,,,,0.9389
pal1,vulcan,412.5,,,,,,,,,,,,,,,,,,,0.9309
pal1,vulcan,413.5,,,,,,,,,,,,,,,,,,,0.9031
pal1,vulcan,414.5,,,,,,,,,,,,,,,,,,,0.9285
pal1,vulcan,415.5,,,,,,,,,,,,,,,,,,,0.8884
pal1,vulcan,416.5,,,,,,,,,,,,,,,,,,,0.9672
pal1,vulcan,417.5,,,,,,,,,,,,,,,,,,,0.8845
pal1,vulcan,418.5,,,,,,,,,,,,,,,,,,,0.8917
pal1,vulcan,419.5,,,,,,,,,,,,,,,,,,,0.9214
pal1,waccm,280.5,0.0001042,0.0001012,9.269e-05,7.981e-05,6.428e-05,4.808e-05,3.304e-05,2.056e-05,1.137e-05,5.451e-06,2.212e-06,7.545e-07,2.367e-07,9.102e-08,5.092e-08,3.406e-08,2.33e-08,1.456e-08,
pal1,waccm,281.5,0.0004257,0.0004145,0.000382,0.0003326,0.0002722,0.0002081,0.0001471,9.491e-05,5.494e-05,2.792e-05,1.217e-05,4.515e-06,1.523e-06,5.915e-07,3.219e-07,2.124e-07,1.441e-07,8.968e-08,
pal1,waccm,282.5,0.0009759,0.0009518,0.0008823,0.0007754,0.0006436,0.0005012,0.000363,0.0002417,0.0001455,7.772e-05,3.511e-05,1.436e-05,5.166e-06,2.037e-06,1.081e-06,7.025e-07,4.732e-07,2.929e-07,
pal1,waccm,283.5,0.001515,0.001479,0.001376,0.001217,0.001019,0.0008035,0.0005914,0.0004018,0.0002482,0.0001369,6.602e-05,2.754e-05,1.033e-05,4.122e-06,2.15e-06,1.381e-06,9.248e-07,5.703e-07,
pal1,waccm,284.5,0.002046,0.002002,0.001875,0.001677,0.001428,0.001151,0.0008718,0.0005978,0.000398,0.0002328,0.0001207,5.488e-05,2.237e-05,9.243e-06,4.695e-06,2.94e-06,1.944e-06,1.188e-06,
pal1,waccm,285.5,0.001597,0.001565,0.001473,0.001329,0.001145,0.0009383,0.0007263,0.0005262,0.0003527,0.0002154,0.0001179,5.705e-05,2.476e-05,1.057e-05,5.278e-06,3.228e-06,2.109e-06,1.278e-06,
pal1,waccm,286.5,0.005951,0.005841,0.005518,0.00501,0.004358,0.003617,0.002847,0.002106,0.00145,0.0009153,0.0005217,0.0002649,0.0001207,5.302e-05,2.622e-05,1.571e-05,1.015e-05,6.103e-06,
pal1,waccm,287.5,0.0095,0.009336,0.008857,0.0081,0.006934,0.005994,0.004804,0.003639,0.00258,0.00169,0.001008,0.0005398,0.0002602,0.0001187,5.841e-05,3.411e-05,2.171e-05,1.292e-05,
pal1,waccm,288.5,0.01186,0.01167,0.01113,0.01025,0.009117,0.007793,0.006371,0.00495,0.003622,0.002468,0.001546,0.0008779,0.0004506,0.0002157,0.0001065,6.038e-05,3.764e-05,2.208e-05,
pal1,waccm,289.5,0.02406,0.02371,0.02267,0.02101,0.01884,0.01628,0.0135,0.01068,0.007995,0.005605,0.003634,0.002151,0.001155,0.0005742,0.0002857,0.0001587,9.708e-05,5.625e-05,
pal1,waccm,290.5,0.0417,0.04112,0.03943,0.03672,0.03315,0.02891,0.02427,0.01949,0.01487,0.01068,0.007127,0.004369,0.002439,0.001254,0.0006312,0.0003447,0.0002069,0.0001184,
pal1,waccm,291.5,0.05084,0.0502,0.04828,0.0452,0.04112,0.03624,0.03083,0.0252,0.01964,0.01449,0.009995,0.006375,0.003722,0.001997,0.001026,0.0005518,0.0003231,0.0001818,
pal1,waccm,292.5,0.05585,0.05519,0.05322,0.05005,0.04582,0.04073,0.03504,0.02904,0.02304,0.01737,0.01231,0.008113,0.004916,0.002735,0.001436,0.0007662,0.0004384,0.0002424,
pal1,waccm,293.5,0.07701,0.07615,0.07362,0.06952,0.06402,0.05738,0.04988,0.04189,0.0338,0.02601,0.01891,0.01285,0.008069,0.004657,0.002509,0.001335,0.0007463,0.0004046,
pal1,waccm,294.5,0.08192,0.08106,0.07851,0.07438,0.06882,0.06207,0.05441,0.04617,0.03773,0.0295,0.02188,0.01523,0.009835,0.005846,0.003222,0.001719,0.0009426,0.0005017,
pal1,waccm,295.5,0.1112,0.1101,0.1069,0.1016,0.09451,0.08581,0.07588,0.06511,0.05395,0.04292,0.03251,0.02322,0.01546,0.009501,0.005389,0.002899,0.001561,0.0008113,
pal1,waccm,296.5,0.1164,0.1153,0.1121,0.1069,0.09979,0.09112,0.08116,0.07028,0.05891,0.04753,0.03664,0.02674,0.01826,0.01154,0.006721,0.003658,0.001943,0.0009879,
pal1,waccm,297.5,0.1424,0.1412,0.1375,0.1314,0.1232,0.113,0.1013,0.08844,0.07489,0.06118,0.0479,0.03561,0.02488,0.01614,0.009636,0.005322,0.002803,0.001393,
pal1,waccm,298.5,0.1164,0.1154,0.1125,0.1078,0.1013,0.09337,0.08415,0.07396,0.06317,0.05215,0.04136,0.03125,0.02225,0.01476,0.009011,0.005054,0.002651,0.001291,
pal1,waccm,299.5,0.1818,0.1804,0.1761,0.169,0.1594,0.1474,0.1336,0.1182,0.1017,0.08485,0.06813,0.05226,0.03791,0.02569,0.01605,0.009167,0.00481,0.002295,
pal1,waccm,300.5,0.1297,0.1287,0.1258,0.1209,0.1143,0.1061,0.09646,0.08576,0.0743,0.06244,0.05061,0.03927,0.02889,0.0199,0.01266,0.007341,0.003862,0.001814,
pal1,waccm,301.5,0.1918,0.1904,0.1862,0.1793,0.1699,0.1582,0.1445,0.1292,0.1126,0.09546,0.07818,0.06145,0.04591,0.03222,0.02093,0.01237,0.006557,0.003032,
pal1,waccm,302.5,0.197,0.1956,0.1914,0.1846,0.1742,0.1635,0.1497,0.1343,0.1177,0.1003,0.08269,0.06553,0.04947,0.03515,0.02315,0.01387,0.007395,0.003386,
pal1,waccm,303.5,0.2677,0.2659,0.2604,0.2514,0.239,0.2225,0.2056,0.1852,0.1631,0.1399,0.1163,0.0931,0.07114,0.0513,0.03437,0.02096,0.0113,0.005129,
pal1,waccm,304.5,0.2568,0.2551,0.25,0.2415,0.2299,0.2155,0.1984,0.1781,0.1583,0.1363,0.1138,0.09166,0.07053,0.05129,0.03471,0.02138,0.01161,0.005243,
pal1,waccm,305.5,0.2795,0.2777,0.2722,0.2633,0.2511,0.2358,0.2178,0.1975,0.1752,0.1518,0.1276,0.1037,0.08062,0.0594,0.04083,0.02559,0.01409,0.006345,
pal1,waccm,306.5,0.2685,0.2667,0.2616,0.2532,0.2417,0.2272,0.2101,0.1908,0.1697,0.1473,0.1243,0.1013,0.07914,0.05863,0.04057,0.02561,0.01418,0.006378,
pal1,waccm,307.5,0.3302,0.3282,0.3221,0.312,0.2982,0.2809,0.2604,0.2372,0.2117,0.1847,0.1567,0.1287,0.1014,0.076,0.0533,0.03418,0.01922,0.008661,
pal1,waccm,308.5,0.3477,0.3455,0.3392,0.3287,0.3144,0.2963,0.275,0.2508,0.2242,0.1959,0.1666,0.1372,0.1085,0.08165,0.05755,0.03711,0.02097,0.009459,
pal1,waccm,309.5,0.2758,0.2742,0.2685,0.2611,0.2499,0.2359,0.2192,0.2003,0.1796,0.1574,0.1344,0.1112,0.08852,0.06709,0.04772,0.03111,0.01778,0.008054,
pal1,waccm,310.5,0.3482,0.3462,0.3401,0.33,0.316,0.2986,0.2779,0.2543,0.2284,0.2007,0.1718,0.1427,0.114,0.08687,0.06219,0.04086,0.02355,0.01071,
pal1,waccm,311.5,0.4264,0.4239,0.4165,0.4042,0.3874,0.3662,0.3411,0.3125,0.281,0.2473,0.2121,0.1765,0.1415,0.1082,0.07777,0.05136,0.02976,0.01358,
pal1,waccm,312.5,0.3806,0.3784,0.3719,0.3612,0.3464,0.3278,0.3058,0.2806,0.2529,0.2231,0.1921,0.1605,0.1293,0.09949,0.07209,0.04807,0.02818,0.01295,
pal1,waccm,313.5,0.4225,0.4201,0.4129,0.401,0.3847,0.3642,0.3398,0.312,0.2813,0.2484,0.214,0.179,0.1444,0.1113,0.08075,0.05395,0.03169,0.01458,
pal1,waccm,314.5,0.3913,0.3891,0.3825,0.3717,0.3568,0.3381,0.3159,0.2905,0.2624,0.2323,0.2007,0.1684,0.1365,0.1057,0.07726,0.05207,0.0309,0.01435,
pal1,waccm,315.5,0.3987,0.3965,0.3899,0.3789,0.3638,0.3448,0.3222,0.2964,0.2678,0.2372,0.205,0.1722,0.1396,0.1083,0.07919,0.05342,0.03174,0.01475,
pal1,waccm,316.5,0.3743,0.3722,0.366,0.3559,0.3419,0.3242,0.3033,0.2793,0.2528,0.2243,0.1943,0.1637,0.1331,0.1037,0.07622,0.05177,0.03102,0.01453,
pal1,waccm,317.5,0.5286,0.5257,0.517,0.5027,0.483,0.4581,0.4285,0.3947,0.3573,0.317,0.2747,0.2314,0.1882,0.1466,0.1078,0.07316,0.04381,0.0205,
pal1,waccm,318.5,0.3937,0.3916,0.3852,0.3746,0.3601,0.3418,0.32,0.2951,0.2675,0.2377,0.2064,0.1743,0.1422,0.1112,0.08215,0.05613,0.03389,0.016,
pal1,waccm,319.5,0.4751,0.4725,0.4649,0.4522,0.4347,0.4127,0.3864,0.3564,0.3232,0.2874,0.2496,0.2109,0.1722,0.1347,0.09963,0.06813,0.04118,0.01946,
pal1,waccm,320.5,0.5706,0.5675,0.5584,0.5432,0.5223,0.4959,0.4645,0.4286,0.3888,0.3458,0.3006,0.2542,0.2077,0.1626,0.1204,0.08243,0.0499,0.02362,
pal1,waccm,321.5,0.4607,0.4583,0.4509,0.4388,0.4221,0.4011,0.376,0.3472,0.3154,0.2809,0.2447,0.2073,0.1699,0.1335,0.09928,0.06838,0.04172,0.01993,
pal1,waccm,322.5,0.4817,0.4791,0.4714,0.4587,0.4411,0.419,0.3926,0.3624,0.3289,0.2927,0.2546,0.2155,0.1762,0.1381,0.1023,0.0701,0.04248,0.02013,
pal1,waccm,323.5,0.4668,0.4643,0.4569,0.4447,0.4279,0.4067,0.3815,0.3526,0.3204,0.2857,0.2491,0.2113,0.1734,0.1365,0.1017,0.0702,0.04297,0.0206,
pal1,waccm,324.5,0.5487,0.5458,0.5371,0.5228,0.5031,0.4782,0.4486,0.4146,0.3768,0.336,0.2929,0.2486,0.204,0.1605,0.1195,0.08248,0.05044,0.02416,
pal1,waccm,325.5,0.6197,0.6164,0.6066,0.5905,0.5682,0.5401,0.5066,0.4682,0.4255,0.3794,0.3308,0.2806,0.2302,0.1811,0.1347,0.09284,0.05669,0.0271,
pal1,waccm,326.5,0.7189,0.7151,0.7039,0.6853,0.6597,0.6274,0.5889,0.5447,0.4956,0.4424,0.3863,0.3283,0.27,0.2129,0.1591,0.1102,0.06772,0.03266,
pal1,waccm,327.5,0.6783,0.6747,0.6641,0.6466,0.6224,0.5919,0.5555,0.5137,0.4673,0.4171,0.3641,0.3093,0.2542,0.2003,0.1494,0.1033,0.06333,0.03044,
pal1,waccm,328.5,0.6258,0.6225,0.6128,0.5966,0.5743,0.5462,0.5127,0.4742,0.4315,0.3852,0.3362,0.2857,0.2348,0.1851,0.1381,0.09543,0.0585,0.02812,
pal1,waccm,329.5,0.7856,0.7815,0.7693,0.7492,0.7215,0.6864,0.6446,0.5966,0.5432,0.4854,0.4242,0.361,0.2972,0.2348,0.1756,0.1218,0.07507,0.03633,
pal1,waccm,330.5,0.7234,0.7196,0.7084,0.6899,0.6643,0.632,0.5934,0.5492,0.5,0.4467,0.3903,0.332,0.2732,0.2156,0.1611,0.1115,0.06856,0.03307,
pal1,waccm,331.5,0.7165,0.7128,0.7017,0.6834,0.658,0.6261,0.5879,0.5441,0.4954,0.4426,0.3868,0.329,0.2708,0.2137,0.1596,0.1105,0.06784,0.03271,
pal1,waccm,332.5,0.6892,0.6856,0.675,0.6575,0.6333,0.6027,0.5662,0.5242,0.4776,0.427,0.3734,0.318,0.2621,0.2071,0.155,0.1076,0.06632,0.03214,
pal1,waccm,333.5,0.6538,0.6504,0.6404,0.6237,0.6007,0.5717,0.5371,0.4973,0.453,0.405,0.3541,0.3015,0.2483,0.1962,0.1467,0.1016,0.06254,0.03023,
pal1,waccm,334.5,0.7265,0.7228,0.7116,0.6932,0.6677,0.6355,0.5971,0.5529,0.5038,0.4506,0.3941,0.3356,0.2766,0.2186,0.1635,0.1134,0.0698,0.03378,
pal1,waccm,335.5,0.7279,0.7242,0.7131,0.6946,0.6692,0.6371,0.5987,0.5546,0.5055,0.4522,0.3958,0.3373,0.2781,0.22,0.1647,0.1143,0.07051,0.03421,
pal1,waccm,336.5,0.5707,0.5678,0.5591,0.5447,0.5247,0.4995,0.4695,0.4349,0.3965,0.3547,0.3104,0.2645,0.2181,0.1725,0.1291,0.08958,0.05521,0.02676,
pal1,waccm,337.5,0.6311,0.6279,0.6183,0.6023,0.5803,0.5524,0.5192,0.481,0.4384,0.3922,0.3432,0.2925,0.2411,0.1906,0.1426,0.09879,0.06078,0.0294,
pal1,waccm,338.5,0.6582,0.6548,0.6448,0.6282,0.6053,0.5764,0.5418,0.5021,0.4578,0.4098,0.3588,0.3059,0.2523,0.1996,0.1495,0.1037,0.06394,0.03102,
pal1,waccm,339.5,0.7141,0.7105,0.6996,0.6817,0.6569,0.6255,0.5881,0.545,0.4971,0.445,0.3897,0.3323,0.2742,0.217,0.1625,0.1128,0.06951,0.03373,
pal1,waccm,340.5,0.7664,0.7625,0.7509,0.7316,0.705,0.6714,0.6312,0.5851,0.5336,0.4777,0.4183,0.3567,0.2943,0.2329,0.1743,0.1209,0.07445,0.03609,
pal1,waccm,341.5,0.6764,0.6729,0.6627,0.6457,0.6223,0.5927,0.5573,0.5167,0.4713,0.4221,0.3698,0.3154,0.2604,0.2061,0.1544,0.1071,0.06602,0.03205,
pal1,waccm,342.5,0.7482,0.7444,0.7331,0.7144,0.6885,0.6558,0.6167,0.5718,0.5217,0.4673,0.4094,0.3493,0.2884,0.2283,0.171,0.1187,0.07315,0.03552,
pal1,waccm,343.5,0.7784,0.7745,0.7627,0.7433,0.7164,0.6824,0.6418,0.5951,0.543,0.4864,0.4262,0.3637,0.3003,0.2377,0.178,0.1235,0.07607,0.03691,
pal1,waccm,344.5,0.5466,0.5438,0.5356,0.522,0.5031,0.4793,0.4508,0.418,0.3814,0.3417,0.2994,0.2555,0.211,0.167,0.1251,0.08671,0.05338,0.02588,
pal1,waccm,345.5,0.7443,0.7406,0.7294,0.7108,0.6852,0.6528,0.6141,0.5696,0.5199,0.4658,0.4084,0.3486,0.288,0.2281,0.1709,0.1185,0.07303,0.03547,
pal1,waccm,346.5,0.6984,0.6949,0.6844,0.667,0.643,0.6126,0.5763,0.5345,0.4879,0.4372,0.3833,0.3273,0.2703,0.2141,0.1603,0.1112,0.06842,0.03319,
pal1,waccm,347.5,0.6818,0.6784,0.6681,0.6512,0.6278,0.5982,0.5628,0.5221,0.4766,0.4272,0.3746,0.3198,0.2642,0.2093,0.1567,0.1087,0.06687,0.03244,
pal1,waccm,348.5,0.7481,0.7443,0.7331,0.7145,0.6889,0.6565,0.6177,0.5731,0.5233,0.469,0.4114,0.3513,0.2903,0.23,0.1723,0.1194,0.0735,0.03567,
pal1,waccm,349.5,0.6268,0.6236,0.6142,0.5987,0.5773,0.5501,0.5177,0.4803,0.4386,0.3932,0.3449,0.2946,0.2435,0.1929,0.1445,0.1002,0.06163,0.0299,
pal1,waccm,350.5,0.8769,0.8725,0.8594,0.8378,0.8078,0.7699,0.7245,0.6723,0.614,0.5506,0.483,0.4127,0.3411,0.2703,0.2025,0.1403,0.08632,0.04189,
pal1,waccm,351.5,0.7559,0.7521,0.7408,0.7221,0.6963,0.6637,0.6246,0.5797,0.5295,0.4748,0.4166,0.356,0.2943,0.2332,0.1747,0.1211,0.07444,0.03611,
pal1,waccm,352.5,0.6811,0.6777,0.6676,0.6508,0.6276,0.5982,0.563,0.5226,0.4774,0.4282,0.3757,0.3211,0.2655,0.2104,0.1576,0.1092,0.06716,0.03258,
pal1,waccm,353.5,0.819,0.815,0.8028,0.7826,0.7547,0.7194,0.6772,0.6286,0.5744,0.5152,0.4522,0.3866,0.3197,0.2534,0.1899,0.1315,0.08087,0.03924,
pal1,waccm,354.5,0.8856,0.8812,0.868,0.8463,0.8161,0.7781,0.7325,0.68,0.6214,0.5575,0.4894,0.4184,0.3461,0.2744,0.2056,0.1424,0.08755,0.04248,
