 SOLAR ZENITH ANGLE (deg) =    48.2000000000000     
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-004  CO2 =   4.000000000000000E-004
 
    CH4 =   2.806977011436352E-007
 Standard CH3CL flux =  2.370E+08

 PO2= 7.853E-04  PNO= 2.886E-03  ZAPNO= 3.050E+02
 N= 3     X= 1.25804E-01  ERR= 2.35662E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  3.70E+06-1.14E+04-3.60E+06 1.80E+09-1.35E+06-9.18E+05-8.53E+05 7.91E+06-9.12E+04-1.87E+09 5.61E+07-4.48E+08 1.56E+03
  3.80E+06-1.58E+04-3.82E+06 1.86E+09-1.59E+06-1.16E+06-1.18E+06 6.47E+06-1.43E+05-1.92E+09 5.00E+07-6.25E+08 1.28E+03
  3.90E+06-1.64E+04-4.15E+06 1.92E+09-1.86E+06-1.42E+06-1.55E+06 5.21E+06-2.28E+05-1.96E+09 4.30E+07-8.44E+08 1.04E+03
  4.00E+06-1.26E+04-4.69E+06 1.97E+09-2.09E+06-1.65E+06-1.85E+06 4.06E+06-3.60E+05-2.00E+09 3.53E+07-1.10E+09 8.25E+02
  4.10E+06-5.97E+03-5.52E+06 2.00E+09-2.22E+06-1.78E+06-1.99E+06 3.07E+06-5.57E+05-2.02E+09 2.75E+07-1.39E+09 6.37E+02
  4.20E+06 6.04E+02-6.77E+06 2.02E+09-2.27E+06-1.80E+06-1.91E+06 2.28E+06-8.53E+05-2.02E+09 2.04E+07-1.74E+09 4.75E+02
  4.30E+06 5.30E+03-8.67E+06 2.02E+09-2.24E+06-1.71E+06-1.62E+06 1.67E+06-1.30E+06-2.01E+09 1.44E+07-2.20E+09 3.39E+02
  4.40E+06 7.80E+03-1.14E+07 2.00E+09-2.07E+06-1.50E+06-1.14E+06 1.17E+06-1.97E+06-1.98E+09 9.83E+06-2.89E+09 2.31E+02
  4.50E+06 8.39E+03-1.54E+07 1.95E+09-1.73E+06-1.20E+06-5.64E+05 7.63E+05-2.97E+06-1.92E+09 6.46E+06-3.95E+09 1.51E+02
  4.60E+06 7.66E+03-2.14E+07 1.86E+09-1.30E+06-8.38E+05 4.64E+04 4.50E+05-4.55E+06-1.83E+09 4.15E+06-5.63E+09 9.56E+01
  4.70E+06 6.39E+03-3.06E+07 1.74E+09-7.42E+05-4.07E+05 6.66E+05 1.96E+05-6.99E+06-1.71E+09 2.61E+06-8.16E+09 5.94E+01
  4.80E+06 5.04E+03-4.47E+07 1.59E+09-8.92E+04 1.03E+05 1.25E+06-2.72E+04-1.06E+07-1.55E+09 1.62E+06-1.17E+10 3.65E+01
  4.90E+06 3.84E+03-6.80E+07 1.39E+09 5.78E+05 6.57E+05 1.71E+06-2.45E+05-1.59E+07-1.35E+09 1.00E+06-1.64E+10 2.22E+01
  5.00E+06 2.89E+03-1.08E+08 1.17E+09 1.21E+06 1.18E+06 1.91E+06-5.00E+05-2.31E+07-1.13E+09 6.20E+05-2.19E+10 1.33E+01
  5.10E+06 2.21E+03-1.82E+08 9.43E+08 1.70E+06 1.55E+06 1.77E+06-8.30E+05-3.30E+07-8.94E+08 3.84E+05-2.77E+10 7.73E+00
  5.20E+06 1.78E+03-3.24E+08 7.22E+08 1.98E+06 1.67E+06 1.37E+06-1.26E+06-4.67E+07-6.66E+08 2.41E+05-3.30E+10 4.16E+00
  5.30E+06 1.57E+03-5.86E+08 5.30E+08 1.94E+06 1.49E+06 8.76E+05-1.73E+06-6.67E+07-4.63E+08 1.52E+05-3.71E+10 1.99E+00
  5.40E+06 1.49E+03-1.11E+09 3.80E+08 1.62E+06 1.16E+06 4.89E+05-2.32E+06-1.03E+08-2.94E+08 9.71E+04-3.98E+10 8.49E-01
  5.50E+06 1.46E+03-3.06E+09 2.75E+08 1.85E+06 1.13E+06 2.70E+05-5.58E+06-1.75E+08-1.53E+08 6.28E+04-4.11E+10 3.35E-01
  5.60E+06 1.42E+03-1.02E+10 2.00E+08 1.80E+06 9.42E+05 1.22E+05-1.45E+07-2.35E+08-4.76E+07 4.11E+04-4.08E+10 1.19E-01
  5.70E+06 8.87E+02-2.41E+10 1.40E+08 8.73E+05 4.25E+05 4.04E+04-2.30E+07-2.24E+08 7.28E+06 2.72E+04-3.93E+10 3.93E-02
  5.80E+06 3.78E+02-4.27E+10 9.61E+07 3.77E+05 1.66E+05 1.22E+04-2.66E+07-1.83E+08 3.15E+07 1.83E+04-3.72E+10 1.30E-02
  5.90E+06 1.49E+02-6.38E+10 6.52E+07 1.88E+05 7.05E+04 3.61E+03-2.59E+07-1.41E+08 4.15E+07 1.25E+04-3.51E+10 4.41E-03
  6.00E+06 6.36E+01-8.58E+10 4.42E+07 1.10E+05 3.29E+04 1.09E+03-2.20E+07-1.07E+08 4.56E+07 8.59E+03-3.29E+10 1.56E-03
  6.10E+06 3.01E+01-1.07E+11 3.01E+07 7.13E+04 1.66E+04 3.37E+02-1.62E+07-8.08E+07 4.64E+07 6.00E+03-3.09E+10 5.82E-04
  6.20E+06 1.56E+01-1.27E+11 2.07E+07 4.96E+04 8.92E+03 1.08E+02-9.64E+06-6.11E+07 4.61E+07 4.24E+03-2.90E+10 2.27E-04
  6.30E+06 8.65E+00-1.43E+11 1.43E+07 3.59E+04 5.03E+03 3.55E+01-3.21E+06-4.64E+07 4.52E+07 3.03E+03-2.71E+10 9.36E-05
  6.40E+06 5.08E+00-1.56E+11 9.95E+06 2.63E+04 2.94E+03 1.21E+01 2.11E+06-3.52E+07 4.39E+07 2.19E+03-2.53E+10 4.04E-05
  6.50E+06 3.12E+00-1.65E+11 6.98E+06 1.92E+04 1.76E+03 4.25E+00 5.93E+06-2.66E+07 4.27E+07 1.60E+03-2.35E+10 1.82E-05
  6.60E+06 1.98E+00-1.69E+11 4.94E+06 1.40E+04 1.08E+03 1.54E+00 8.41E+06-2.00E+07 4.13E+07 1.17E+03-2.18E+10 8.57E-06
  6.70E+06 1.29E+00-1.69E+11 3.52E+06 1.01E+04 6.73E+02 5.80E-01 9.61E+06-1.48E+07 4.02E+07 8.70E+02-2.02E+10 4.19E-06
  6.80E+06 8.49E-01-1.64E+11 2.53E+06 7.29E+03 4.28E+02 2.26E-01 9.76E+06-1.07E+07 3.91E+07 6.50E+02-1.85E+10 2.12E-06
  6.90E+06 5.64E-01-1.56E+11 1.83E+06 5.19E+03 2.76E+02 9.09E-02 9.14E+06-7.44E+06 3.82E+07 4.89E+02-1.69E+10 1.11E-06
  7.00E+06 3.73E-01-1.44E+11 1.33E+06 3.66E+03 1.80E+02 3.80E-02 8.06E+06-4.87E+06 3.75E+07 3.69E+02-1.53E+10 6.00E-07
  7.10E+06 2.41E-01-1.31E+11 9.68E+05 2.56E+03 1.19E+02 1.64E-02 6.77E+06-2.84E+06 3.67E+07 2.80E+02-1.38E+10 3.31E-07
  7.20E+06 1.62E-01-1.17E+11 7.06E+05 1.72E+03 7.82E+01 7.19E-03 5.23E+06-1.23E+06 3.63E+07 2.12E+02-1.23E+10 1.84E-07
  7.30E+06 1.18E-01-1.02E+11 5.14E+05 1.10E+03 5.01E+01 3.17E-03 3.75E+06 3.98E+04 3.58E+07 1.61E+02-1.09E+10 1.03E-07
  7.40E+06 8.66E-02-8.78E+10 3.74E+05 6.96E+02 3.20E+01 1.41E-03 2.63E+06 1.04E+06 3.54E+07 1.22E+02-9.57E+09 5.70E-08
  7.50E+06 6.34E-02-7.47E+10 2.72E+05 4.36E+02 2.04E+01 6.26E-04 1.80E+06 1.83E+06 3.51E+07 9.29E+01-8.37E+09 3.16E-08
  7.60E+06 4.62E-02-6.29E+10 1.98E+05 2.71E+02 1.31E+01 2.80E-04 1.22E+06 2.44E+06 3.49E+07 7.05E+01-7.28E+09 1.76E-08
  7.70E+06 3.35E-02-5.25E+10 1.44E+05 1.67E+02 8.40E+00 1.26E-04 8.11E+05 2.92E+06 3.47E+07 5.35E+01-6.31E+09 9.74E-09
  7.80E+06 2.43E-02-4.35E+10 1.04E+05 1.03E+02 5.41E+00 5.70E-05 5.32E+05 3.29E+06 3.46E+07 4.07E+01-5.44E+09 5.41E-09
  7.90E+06 1.76E-02-3.59E+10 7.58E+04 6.30E+01 3.49E+00 2.59E-05 3.45E+05 3.58E+06 3.45E+07 3.09E+01-4.68E+09 3.00E-09
  8.00E+06 1.27E-02-2.94E+10 5.51E+04 3.84E+01 2.27E+00 1.19E-05 2.21E+05 3.80E+06 3.44E+07 2.35E+01-4.01E+09 1.67E-09
  8.10E+06 9.18E-03-2.40E+10 4.00E+04 2.34E+01 1.47E+00 5.45E-06 1.40E+05 3.97E+06 3.43E+07 1.79E+01-3.43E+09 9.29E-10
  8.20E+06 6.65E-03-1.96E+10 2.91E+04 1.42E+01 9.63E-01 2.52E-06 8.81E+04 4.10E+06 3.42E+07 1.37E+01-2.92E+09 5.18E-10
  8.30E+06 4.84E-03-1.59E+10 2.12E+04 8.62E+00 6.31E-01 1.17E-06 5.50E+04 4.21E+06 3.42E+07 1.04E+01-2.49E+09 2.89E-10
  8.40E+06 3.55E-03-1.29E+10 1.55E+04 5.24E+00 4.15E-01 5.48E-07 3.42E+04 4.28E+06 3.42E+07 7.98E+00-2.11E+09 1.62E-10
  8.50E+06 2.63E-03-1.04E+10 1.13E+04 3.18E+00 2.74E-01 2.58E-07 2.11E+04 4.34E+06 3.41E+07 6.11E+00-1.79E+09 9.06E-11
  8.60E+06 1.97E-03-8.46E+09 8.30E+03 1.94E+00 1.82E-01 1.22E-07 1.30E+04 4.39E+06 3.41E+07 4.69E+00-1.52E+09 5.09E-11
  8.70E+06 1.50E-03-6.86E+09 6.09E+03 1.18E+00 1.21E-01 5.80E-08 7.94E+03 4.42E+06 3.41E+07 3.61E+00-1.28E+09 2.87E-11
  8.80E+06 1.17E-03-5.56E+09 4.48E+03 7.20E-01 8.05E-02 2.77E-08 4.85E+03 4.45E+06 3.41E+07 2.79E+00-1.09E+09 1.62E-11
  8.90E+06 9.21E-04-4.51E+09 3.31E+03 4.41E-01 5.39E-02 1.34E-08 2.96E+03 4.47E+06 3.41E+07 2.16E+00-9.17E+08 9.18E-12
  9.00E+06 7.32E-04-3.66E+09 2.45E+03 2.71E-01 3.62E-02 6.49E-09 1.81E+03 4.49E+06 3.41E+07 1.67E+00-7.74E+08 5.22E-12
  9.10E+06 5.76E-04-2.98E+09 1.82E+03 1.66E-01 2.44E-02 3.17E-09 1.10E+03 4.50E+06 3.41E+07 1.30E+00-6.53E+08 2.97E-12
  9.20E+06 4.38E-04-2.43E+09 1.35E+03 1.03E-01 1.65E-02 1.56E-09 6.72E+02 4.51E+06 3.41E+07 1.02E+00-5.51E+08 1.70E-12
  9.30E+06 3.05E-04-1.99E+09 1.01E+03 6.39E-02 1.12E-02 7.76E-10 4.10E+02 4.52E+06 3.41E+07 7.97E-01-4.65E+08 9.76E-13
  9.40E+06 1.67E-04-1.64E+09 7.55E+02 4.02E-02 7.64E-03 3.89E-10 2.51E+02 4.52E+06 3.41E+07 6.26E-01-3.93E+08 5.62E-13
  9.50E+06 2.07E-05-1.35E+09 5.65E+02 2.58E-02 5.23E-03 1.97E-10 1.54E+02 4.53E+06 3.41E+07 4.93E-01-3.33E+08 3.23E-13
  9.60E+06-1.35E-04-1.12E+09 4.21E+02 1.72E-02 3.59E-03 1.00E-10 9.48E+01 4.53E+06 3.41E+07 3.88E-01-2.82E+08 1.85E-13
  9.70E+06-2.86E-04-9.42E+08 3.12E+02 1.23E-02 2.48E-03 5.07E-11 5.86E+01 4.53E+06 3.41E+07 3.06E-01-2.40E+08 1.04E-13
  9.80E+06-3.97E-04-7.96E+08 2.27E+02 9.59E-03 1.72E-03 2.46E-11 3.63E+01 4.54E+06 3.41E+07 2.41E-01-2.05E+08 5.52E-14
  9.90E+06-3.73E-04-6.80E+08 1.62E+02 8.28E-03 1.19E-03 9.79E-12 2.21E+01 4.54E+06 3.41E+07 1.88E-01-1.76E+08 2.33E-14
  1.00E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  1.00E+07-3.85E-07-5.87E+08 1.09E+02-8.84E+00 1.37E-04-1.07E-14 1.24E-02 4.54E+06 3.41E+07 1.46E-01-1.52E+08-3.08E-17

     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    
  0.00E+00-1.00E+08 1.01E+09-1.78E+06-2.81E+06-6.80E+04-6.23E+07-1.97E+05-3.38E+03-1.03E+00-2.37E-04 2.92E+08-1.95E+06
  1.00E+05-3.00E+07 9.90E+08-9.76E+05-1.92E+06-8.02E+04-6.29E+07-6.98E+05-6.97E+03-6.77E+00-4.86E-03 2.59E+08-3.52E+06
  2.00E+05-2.91E+07 9.61E+08-1.43E+06-2.52E+06-1.19E+05-7.14E+07-1.89E+06-1.34E+04-2.77E+01-6.49E-02 2.23E+08-1.02E+07
  3.00E+05-1.58E+07 9.21E+08-1.96E+06-2.88E+06-1.51E+05-6.27E+07-4.79E+06-2.04E+04-1.06E+02-9.33E-01 1.84E+08-2.39E+07
  4.00E+05-1.24E+07 8.71E+08-1.32E+06-2.58E+06-1.76E+05-4.96E+07-7.28E+06-3.02E+04-2.90E+02-7.50E+00 1.47E+08-4.55E+07
  5.00E+05 4.18E+06 8.12E+08-1.64E+06-2.54E+06-1.71E+05-2.85E+07-1.27E+07-3.33E+04-8.23E+02-4.68E+01 1.09E+08-6.03E+07
  6.00E+05 1.51E+07 7.43E+08-2.21E+06-2.65E+06-1.41E+05-7.29E+06-1.50E+07-2.99E+04-2.37E+03-2.43E+02 7.60E+07-5.71E+07
  7.00E+05 1.62E+07 6.66E+08-3.15E+06-3.41E+06-1.36E+05 3.83E+06-9.37E+06-2.83E+04-6.80E+03-9.85E+02 5.01E+07-4.07E+07
  8.00E+05 1.46E+07 5.80E+08-4.71E+06-4.52E+06-1.55E+05 1.03E+07-3.53E+06-3.13E+04-1.93E+04-3.40E+03 3.14E+07-1.78E+07
  9.00E+05 1.72E+07 4.87E+08-1.04E+07-6.66E+06-1.28E+05 2.36E+07 1.35E+06-4.92E+04-5.61E+04-3.18E+04 1.85E+07 1.64E+07
  1.00E+06 9.38E+06 3.87E+08-1.20E+07-5.23E+06-9.59E+02 2.48E+07 6.22E+06-6.58E+04-6.07E+04-2.20E+05 1.23E+07 2.79E+07
  1.10E+06 2.28E+05 2.83E+08-1.67E+06-1.60E+06-2.65E+04 2.28E+06 1.23E+06-1.40E+04-3.44E+03-1.71E+04 1.00E+07-1.22E+06
  1.20E+06-2.44E+05 1.88E+08-4.91E+04-1.57E+05-1.78E+04-3.27E+05 5.52E+05-5.64E+03 2.67E+03-1.92E+04 7.93E+06-3.76E+06
  1.30E+06-1.47E+05 1.11E+08-1.14E+05 9.88E+04-1.60E+04-8.68E+04 2.89E+05-1.20E+03 2.43E+03-1.21E+04 5.93E+06-2.12E+06
  1.40E+06-6.20E+04 5.82E+07-1.43E+05 1.29E+05-1.29E+04 1.90E+05 1.35E+05 1.14E+03 1.58E+03-3.68E+03 4.07E+06-7.65E+05
  1.50E+06-2.04E+04 2.77E+07-7.38E+04 1.13E+05-7.31E+03 2.96E+05 5.80E+04 1.60E+03 7.75E+02 1.24E+03 2.55E+06-1.62E+05
  1.60E+06-1.26E+03 1.23E+07 4.78E+03 8.93E+04-1.93E+03 2.80E+05 2.53E+04 1.25E+03 3.13E+02 2.27E+03 1.47E+06-9.15E+03
  1.70E+06 8.17E+03 5.24E+06 4.48E+04 6.77E+04 1.09E+03 2.21E+05 1.22E+04 8.37E+02 1.18E+02 1.98E+03 7.90E+05 2.19E+04
  1.80E+06 1.28E+04 2.23E+06 5.65E+04 4.95E+04 2.35E+03 1.62E+05 6.27E+03 5.32E+02 4.38E+01 1.52E+03 4.07E+05 3.02E+04
  1.90E+06 1.44E+04 9.87E+05 5.40E+04 3.56E+04 2.60E+03 1.15E+05 3.42E+03 3.33E+02 1.62E+01 1.15E+03 2.05E+05 3.93E+04
  2.00E+06 1.41E+04 4.66E+05 4.60E+04 2.56E+04 2.39E+03 8.02E+04 1.96E+03 2.09E+02 6.13E+00 8.84E+02 1.02E+05 5.45E+04
  2.10E+06 1.31E+04 2.39E+05 3.74E+04 1.84E+04 2.04E+03 5.60E+04 1.16E+03 1.31E+02 2.37E+00 6.67E+02 5.09E+04 7.21E+04
  2.20E+06 1.17E+04 1.33E+05 2.98E+04 1.33E+04 1.69E+03 3.91E+04 7.05E+02 8.32E+01 9.42E-01 4.92E+02 2.57E+04 9.19E+04
  2.30E+06 1.03E+04 8.00E+04 2.34E+04 9.69E+03 1.38E+03 2.75E+04 4.39E+02 5.32E+01 3.85E-01 3.50E+02 1.31E+04 1.13E+05
  2.40E+06 8.98E+03 5.06E+04 1.84E+04 7.05E+03 1.12E+03 1.94E+04 2.77E+02 3.43E+01 1.62E-01 2.37E+02 6.76E+03 1.31E+05
  2.50E+06 7.73E+03 3.31E+04 1.46E+04 5.09E+03 9.23E+02 1.37E+04 1.76E+02 2.23E+01 6.94E-02 1.50E+02 3.55E+03 1.42E+05
  2.60E+06 6.58E+03 2.22E+04 1.17E+04 3.63E+03 7.60E+02 9.60E+03 1.13E+02 1.45E+01 3.04E-02 8.84E+01 1.89E+03 1.45E+05
  2.70E+06 5.52E+03 1.50E+04 9.43E+03 2.57E+03 6.28E+02 6.76E+03 7.31E+01 9.58E+00 1.38E-02 4.86E+01 1.03E+03 1.40E+05
  2.80E+06 4.57E+03 1.01E+04 7.60E+03 1.80E+03 5.18E+02 4.78E+03 4.81E+01 6.40E+00 6.44E-03 2.49E+01 5.67E+02 1.27E+05
  2.90E+06 3.74E+03 6.86E+03 6.13E+03 1.26E+03 4.21E+02 3.41E+03 3.21E+01 4.33E+00 3.10E-03 1.18E+01 3.19E+02 1.08E+05
  3.00E+06 3.04E+03 4.63E+03 4.89E+03 8.97E+02 3.41E+02 2.49E+03 2.21E+01 3.02E+00 1.56E-03 5.32E+00 1.83E+02 8.73E+04
  3.10E+06 2.48E+03 3.13E+03 3.85E+03 6.69E+02 2.75E+02 1.88E+03 1.58E+01 2.17E+00 8.21E-04 2.31E+00 1.08E+02 6.83E+04
  3.20E+06 2.03E+03 2.11E+03 3.03E+03 5.24E+02 2.19E+02 1.44E+03 1.15E+01 1.59E+00 4.41E-04 9.66E-01 6.45E+01 5.12E+04
  3.30E+06 1.68E+03 1.43E+03 2.38E+03 4.30E+02 1.74E+02 1.12E+03 8.55E+00 1.18E+00 2.40E-04 3.95E-01 3.95E+01 3.73E+04
  3.40E+06 1.43E+03 9.72E+02 1.90E+03 3.58E+02 1.37E+02 8.59E+02 6.33E+00 8.76E-01 1.32E-04 1.61E-01 2.48E+01 2.67E+04
  3.50E+06 1.23E+03 6.67E+02 1.57E+03 2.86E+02 1.07E+02 6.46E+02 4.60E+00 6.37E-01 7.14E-05 6.54E-02 1.59E+01 1.89E+04
  3.60E+06 1.08E+03 4.62E+02 1.36E+03 2.03E+02 8.25E+01 4.69E+02 3.23E+00 4.50E-01 3.85E-05 2.67E-02 1.05E+01 1.32E+04
  3.70E+06 9.44E+02 3.22E+02 1.24E+03 1.11E+02 6.24E+01 3.25E+02 2.17E+00 3.06E-01 2.07E-05 1.07E-02 7.09E+00 9.06E+03
  3.80E+06 7.98E+02 2.26E+02 1.16E+03 3.16E+01 4.70E+01 2.24E+02 1.43E+00 2.06E-01 1.14E-05 4.20E-03 4.88E+00 6.15E+03
  3.90E+06 6.46E+02 1.59E+02 1.07E+03-1.16E+01 3.64E+01 1.65E+02 1.02E+00 1.48E-01 6.78E-06 1.62E-03 3.41E+00 4.21E+03
  4.00E+06 4.99E+02 1.12E+02 9.58E+02-5.66E+00 2.93E+01 1.39E+02 8.60E-01 1.22E-01 4.43E-06 6.15E-04 2.41E+00 2.92E+03
  4.10E+06 3.69E+02 7.93E+01 8.23E+02 4.40E+01 2.43E+01 1.32E+02 8.46E-01 1.13E-01 3.08E-06 2.36E-04 1.72E+00 2.08E+03
  4.20E+06 2.62E+02 5.60E+01 6.87E+02 1.18E+02 2.07E+01 1.30E+02 8.76E-01 1.08E-01 2.15E-06 9.41E-05 1.24E+00 1.53E+03
  4.30E+06 1.79E+02 3.95E+01 5.70E+02 1.97E+02 1.78E+01 1.23E+02 8.73E-01 1.01E-01 1.43E-06 3.97E-05 8.98E-01 1.18E+03
  4.40E+06 1.19E+02 2.79E+01 4.89E+02 2.62E+02 1.51E+01 1.10E+02 8.00E-01 8.85E-02 8.63E-07 1.76E-05 6.54E-01 9.39E+02
  4.50E+06 7.72E+01 1.97E+01 4.49E+02 3.01E+02 1.27E+01 9.09E+01 6.68E-01 7.13E-02 4.66E-07 8.04E-06 4.78E-01 7.57E+02
  4.60E+06 4.90E+01 1.39E+01 4.42E+02 3.14E+02 1.05E+01 6.96E+01 5.19E-01 5.32E-02 2.27E-07 3.76E-06 3.52E-01 6.10E+02
  4.70E+06 3.07E+01 9.74E+00 4.66E+02 3.01E+02 8.53E+00 4.90E+01 3.72E-01 3.68E-02 9.82E-08 1.72E-06 2.60E-01 4.75E+02
  4.80E+06 1.91E+01 6.81E+00 5.13E+02 2.64E+02 6.69E+00 3.13E+01 2.44E-01 2.36E-02 3.79E-08 7.49E-07 1.94E-01 3.48E+02
  4.90E+06 1.19E+01 4.72E+00 5.72E+02 2.13E+02 5.07E+00 1.80E+01 1.46E-01 1.44E-02 1.32E-08 3.03E-07 1.46E-01 2.36E+02
  5.00E+06 7.45E+00 3.24E+00 6.32E+02 1.56E+02 3.71E+00 9.29E+00 7.74E-02 8.50E-03 4.14E-09 1.13E-07 1.11E-01 1.44E+02
  5.10E+06 4.68E+00 2.22E+00 6.84E+02 1.04E+02 2.59E+00 4.24E+00 3.58E-02 5.04E-03 1.20E-09 3.87E-08 8.62E-02 7.86E+01
  5.20E+06 2.87E+00 1.52E+00 7.23E+02 6.24E+01 1.73E+00 1.71E+00 1.43E-02 3.05E-03 3.18E-10 1.25E-08 6.79E-02 3.79E+01
  5.30E+06 1.64E+00 1.08E+00 7.46E+02 3.35E+01 1.07E+00 6.05E-01 4.80E-03 1.83E-03 7.59E-11 3.89E-09 5.44E-02 1.62E+01
  5.40E+06 8.47E-01 7.90E-01 7.56E+02 1.64E+01 6.08E-01 1.91E-01 1.40E-03 1.05E-03 1.58E-11 1.24E-09 4.43E-02 6.30E+00
  5.50E+06 4.04E-01 5.68E-01 7.56E+02 8.29E+00 3.83E-01 5.78E-02 3.89E-04 6.15E-04 3.10E-12 4.19E-10 3.65E-02 2.57E+00
  5.60E+06 1.57E-01 3.17E-01 7.50E+02 2.89E+00 2.16E-01 1.44E-02 7.89E-05 2.69E-04 4.46E-13 1.37E-10 3.04E-02 7.89E-01
  5.70E+06 6.04E-02 9.96E-02 7.33E+02 5.76E-01 7.74E-02 3.09E-03 1.21E-05 7.09E-05 5.32E-14 5.92E-11 2.55E-02 1.31E-01
  5.80E+06 2.70E-02-2.48E-02 7.05E+02 1.91E-01 2.64E-02 7.02E-04 2.17E-06 3.18E-05 9.94E-15 3.58E-11 2.15E-02 2.00E-02
  5.90E+06 1.34E-02-8.05E-02 6.69E+02 1.33E-01 1.03E-02 1.84E-04 5.04E-07 2.26E-05 3.42E-15 2.30E-11 1.82E-02 3.81E-03
  6.00E+06 7.11E-03-9.94E-02 6.29E+02 1.11E-01 4.58E-03 5.71E-05 1.42E-07 1.67E-05 1.48E-15 1.45E-11 1.54E-02 9.10E-04
  6.10E+06 3.89E-03-1.02E-01 5.86E+02 9.25E-02 2.20E-03 2.06E-05 4.51E-08 1.20E-05 6.53E-16 8.74E-12 1.30E-02 2.57E-04
  6.20E+06 2.16E-03-9.83E-02 5.43E+02 7.53E-02 1.10E-03 8.23E-06 1.53E-08 8.34E-06 2.84E-16 5.03E-12 1.10E-02 8.22E-05
  6.30E+06 1.21E-03-9.47E-02 4.99E+02 6.06E-02 5.66E-04 3.52E-06 5.48E-09 5.76E-06 1.22E-16 2.78E-12 9.28E-03 2.88E-05
  6.40E+06 6.78E-04-9.22E-02 4.56E+02 4.81E-02 2.91E-04 1.56E-06 2.02E-09 3.91E-06 5.13E-17 1.46E-12 7.85E-03 1.08E-05
  6.50E+06 3.79E-04-9.01E-02 4.15E+02 3.76E-02 1.48E-04 6.98E-07 7.63E-10 2.62E-06 2.13E-17 7.29E-13 6.65E-03 4.20E-06
  6.60E+06 2.11E-04-8.67E-02 3.74E+02 2.93E-02 7.52E-05 3.15E-07 2.94E-10 1.75E-06 8.82E-18 3.49E-13 5.63E-03 1.70E-06
  6.70E+06 1.17E-04-8.07E-02 3.36E+02 2.27E-02 3.79E-05 1.43E-07 1.15E-10 1.16E-06 3.63E-18 1.61E-13 4.77E-03 7.11E-07
  6.80E+06 6.52E-05-7.17E-02 2.99E+02 1.76E-02 1.90E-05 6.48E-08 4.61E-11 7.71E-07 1.49E-18 7.18E-14 4.04E-03 3.05E-07
  6.90E+06 3.63E-05-6.01E-02 2.64E+02 1.36E-02 9.45E-06 2.95E-08 1.87E-11 5.11E-07 6.15E-19 3.10E-14 3.42E-03 1.33E-07
  7.00E+06 2.02E-05-4.72E-02 2.32E+02 1.05E-02 4.67E-06 1.35E-08 7.72E-12 3.39E-07 2.53E-19 1.30E-14 2.90E-03 5.97E-08
  7.10E+06 1.13E-05-3.42E-02 2.02E+02 8.07E-03 2.29E-06 6.14E-09 3.23E-12 2.25E-07 1.04E-19 5.28E-15 2.45E-03 2.73E-08
  7.20E+06 6.46E-06-2.22E-02 1.75E+02 6.02E-03 1.08E-06 2.76E-09 1.34E-12 1.44E-07 4.19E-20 2.03E-15 2.08E-03 1.23E-08
  7.30E+06 3.65E-06-1.20E-02 1.50E+02 4.32E-03 4.89E-07 1.21E-09 5.40E-13 8.80E-08 1.62E-20 7.33E-16 1.76E-03 5.41E-09
  7.40E+06 2.11E-06-4.14E-03 1.28E+02 3.08E-03 2.17E-07 5.21E-10 2.15E-13 5.35E-08 6.13E-21 2.57E-16 1.49E-03 2.36E-09
  7.50E+06 1.29E-06 1.46E-03 1.09E+02 2.19E-03 9.54E-08 2.20E-10 8.47E-14 3.25E-08 2.29E-21 8.86E-17 1.26E-03 1.03E-09
  7.60E+06 7.69E-07 5.06E-03 9.24E+01 1.55E-03 4.16E-08 9.15E-11 3.32E-14 1.97E-08 8.48E-22 3.00E-17 1.06E-03 4.50E-10
  7.70E+06 4.68E-07 7.10E-03 7.79E+01 1.10E-03 1.81E-08 3.77E-11 1.30E-14 1.19E-08 3.12E-22 1.00E-17 8.95E-04 1.97E-10
  7.80E+06 2.94E-07 7.98E-03 6.55E+01 7.79E-04 7.79E-09 1.54E-11 5.09E-15 7.22E-09 1.15E-22 3.30E-18 7.55E-04 8.61E-11
  7.90E+06 1.83E-07 8.08E-03 5.49E+01 5.51E-04 3.35E-09 6.22E-12 2.00E-15 4.36E-09 4.20E-23 1.07E-18 6.35E-04 3.78E-11
  8.00E+06 1.29E-07 7.70E-03 4.60E+01 3.89E-04 1.44E-09 2.50E-12 7.84E-16 2.63E-09 1.53E-23 3.45E-19 5.34E-04 1.66E-11
  8.10E+06 8.96E-08 7.03E-03 3.84E+01 2.75E-04 6.18E-10 1.00E-12 3.08E-16 1.59E-09 5.59E-24 1.10E-19 4.48E-04 7.34E-12
  8.20E+06 5.36E-08 6.25E-03 3.19E+01 1.94E-04 2.65E-10 3.98E-13 1.21E-16 9.57E-10 2.03E-24 3.47E-20 3.76E-04 3.24E-12
